,model,split,f2_score,n_neighbors,metric,contamination,encoding_dim
455,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_128/,0,0.8573717948717948,50,manhattan,0.1,128
456,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_128/,1,0.8519108280254777,50,manhattan,0.1,128
457,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_128/,2,0.8532695374800638,50,manhattan,0.1,128
458,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_128/,3,0.8551554828150573,50,manhattan,0.1,128
459,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_128/,4,0.8532695374800638,50,manhattan,0.1,128
460,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_256/,0,0.87248322147651,50,manhattan,0.1,256
461,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_256/,1,0.8657829328914665,50,manhattan,0.1,256
462,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_256/,2,0.8554817275747508,50,manhattan,0.1,256
463,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_256/,3,0.8697478991596639,50,manhattan,0.1,256
464,n_neighbors_50_metric_manhattan_contamination_0.1_encoding_dim_256/,4,0.8547717842323651,50,manhattan,0.1,256
465,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_64/,0,0.8471892319873318,50,manhattan,0.2,64
466,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_64/,1,0.8445146014206788,50,manhattan,0.2,64
467,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_64/,2,0.8438485804416404,50,manhattan,0.2,64
468,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_64/,3,0.8452380952380952,50,manhattan,0.2,64
469,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_64/,4,0.8438485804416404,50,manhattan,0.2,64
470,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_128/,0,0.8573717948717948,50,manhattan,0.2,128
471,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_128/,1,0.852589641434263,50,manhattan,0.2,128
472,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_128/,2,0.8519108280254777,50,manhattan,0.2,128
473,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_128/,3,0.8571428571428571,50,manhattan,0.2,128
474,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_128/,4,0.8532695374800638,50,manhattan,0.2,128
475,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_256/,0,0.872681281618887,50,manhattan,0.2,256
476,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_256/,1,0.8652246256239601,50,manhattan,0.2,256
477,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_256/,2,0.8526490066225165,50,manhattan,0.2,256
478,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_256/,3,0.8719460825610783,50,manhattan,0.2,256
479,n_neighbors_50_metric_manhattan_contamination_0.2_encoding_dim_256/,4,0.8576186511240633,50,manhattan,0.2,256
