,model,split,f2_score,n_estimators,max_samples,contamination,encoding_dim
463,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_256/,3,0.8318965517241379,200,0.7,0.1,256
464,n_estimators_200_max_samples_0.7_contamination_0.1_encoding_dim_256/,4,0.8275862068965517,200,0.7,0.1,256
465,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_64/,0,0.8425531914893617,200,0.7,0.2,64
466,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_64/,1,0.8608205953338697,200,0.7,0.2,64
467,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_64/,2,0.8429752066115702,200,0.7,0.2,64
468,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_64/,3,0.8594377510040161,200,0.7,0.2,64
469,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_64/,4,0.8581788879935536,200,0.7,0.2,64
470,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_128/,0,0.8629032258064516,200,0.7,0.2,128
471,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_128/,1,0.8465189873417721,200,0.7,0.2,128
472,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_128/,2,0.852589641434263,200,0.7,0.2,128
473,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_128/,3,0.8535564853556485,200,0.7,0.2,128
474,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_128/,4,0.845771144278607,200,0.7,0.2,128
475,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_256/,0,0.8651502843216897,200,0.7,0.2,256
476,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_256/,1,0.8561093247588425,200,0.7,0.2,256
477,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_256/,2,0.8519108280254777,200,0.7,0.2,256
478,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_256/,3,0.859504132231405,200,0.7,0.2,256
479,n_estimators_200_max_samples_0.7_contamination_0.2_encoding_dim_256/,4,0.8490566037735849,200,0.7,0.2,256
480,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_64/,0,0.8333333333333334,200,1.0,0.01,64
481,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_64/,1,0.8333333333333334,200,1.0,0.01,64
482,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_64/,2,0.8333333333333334,200,1.0,0.01,64
483,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_64/,3,0.8693877551020408,200,1.0,0.01,64
484,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_64/,4,0.8333333333333334,200,1.0,0.01,64
485,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_128/,0,0.8333333333333334,200,1.0,0.01,128
486,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_128/,1,0.857487922705314,200,1.0,0.01,128
487,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_128/,2,0.8333333333333334,200,1.0,0.01,128
488,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_128/,3,0.8505564387917329,200,1.0,0.01,128
489,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_128/,4,0.8505367464905037,200,1.0,0.01,128
490,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_256/,0,0.8333333333333334,200,1.0,0.01,256
491,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_256/,1,0.8333333333333334,200,1.0,0.01,256
492,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_256/,2,0.852,200,1.0,0.01,256
493,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_256/,3,0.8354755784061697,200,1.0,0.01,256
494,n_estimators_200_max_samples_1.0_contamination_0.01_encoding_dim_256/,4,0.8619281045751634,200,1.0,0.01,256
495,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_64/,0,0.8333333333333334,200,1.0,0.05,64
496,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_64/,1,0.8333333333333334,200,1.0,0.05,64
497,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_64/,2,0.8333333333333334,200,1.0,0.05,64
498,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_64/,3,0.8622078968573731,200,1.0,0.05,64
499,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_64/,4,0.8512330946698489,200,1.0,0.05,64
500,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_128/,0,0.8333333333333334,200,1.0,0.05,128
501,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_128/,1,0.8617886178861789,200,1.0,0.05,128
502,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_128/,2,0.8333333333333334,200,1.0,0.05,128
503,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_128/,3,0.8397932816537468,200,1.0,0.05,128
504,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_128/,4,0.856,200,1.0,0.05,128
505,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_256/,0,0.8602584814216478,200,1.0,0.05,256
506,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_256/,1,0.857487922705314,200,1.0,0.05,256
507,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_256/,2,0.8333333333333334,200,1.0,0.05,256
508,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_256/,3,0.8208296557811121,200,1.0,0.05,256
509,n_estimators_200_max_samples_1.0_contamination_0.05_encoding_dim_256/,4,0.8478802992518704,200,1.0,0.05,256
510,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_64/,0,0.8564437194127243,200,1.0,0.1,64
511,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_64/,1,0.8651502843216897,200,1.0,0.1,64
512,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_64/,2,0.8471892319873318,200,1.0,0.1,64
513,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_64/,3,0.8281938325991189,200,1.0,0.1,64
514,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_64/,4,0.8276740237691002,200,1.0,0.1,64
515,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_128/,0,0.856,200,1.0,0.1,128
516,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_128/,1,0.8458333333333333,200,1.0,0.1,128
517,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_128/,2,0.8573717948717948,200,1.0,0.1,128
518,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_128/,3,0.8391304347826087,200,1.0,0.1,128
519,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_128/,4,0.8297506448839209,200,1.0,0.1,128
520,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_256/,0,0.8333333333333334,200,1.0,0.1,256
521,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_256/,1,0.8630470016207455,200,1.0,0.1,256
522,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_256/,2,0.8333333333333334,200,1.0,0.1,256
523,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_256/,3,0.837696335078534,200,1.0,0.1,256
524,n_estimators_200_max_samples_1.0_contamination_0.1_encoding_dim_256/,4,0.8615136876006442,200,1.0,0.1,256
525,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_64/,0,0.8651502843216897,200,1.0,0.2,64
526,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_64/,1,0.8588709677419355,200,1.0,0.2,64
527,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_64/,2,0.8333333333333334,200,1.0,0.2,64
528,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_64/,3,0.861781848459617,200,1.0,0.2,64
529,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_64/,4,0.8561093247588425,200,1.0,0.2,64
530,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_128/,0,0.8333333333333334,200,1.0,0.2,128
531,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_128/,1,0.856,200,1.0,0.2,128
532,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_128/,2,0.8438485804416404,200,1.0,0.2,128
533,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_128/,3,0.8616504854368932,200,1.0,0.2,128
534,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_128/,4,0.8584214808787632,200,1.0,0.2,128
535,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_256/,0,0.8566853482786229,200,1.0,0.2,256
536,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_256/,1,0.8505564387917329,200,1.0,0.2,256
537,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_256/,2,0.8352849336455894,200,1.0,0.2,256
538,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_256/,3,0.8396305625524769,200,1.0,0.2,256
539,n_estimators_200_max_samples_1.0_contamination_0.2_encoding_dim_256/,4,0.8556366585563666,200,1.0,0.2,256
