,model,split,f2_score,lr,num_epochs,kernel_size,out_channels,activation,fc1_size
792,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,50,"[32, 64, 128]",relu,128
793,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.001,10,50,"[32, 64, 128]",relu,128
794,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,50,"[32, 64, 128]",relu,128
795,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.001,10,50,"[32, 64, 128]",leaky_relu,32
796,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,32
797,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,32
798,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,32
799,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.001,10,50,"[32, 64, 128]",leaky_relu,32
800,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.001,10,50,"[32, 64, 128]",leaky_relu,64
801,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,64
802,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,64
803,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,64
804,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.001,10,50,"[32, 64, 128]",leaky_relu,64
805,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.001,10,50,"[32, 64, 128]",leaky_relu,128
806,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,128
807,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.001,10,50,"[32, 64, 128]",leaky_relu,128
808,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8366064414768264,0.001,10,50,"[32, 64, 128]",leaky_relu,128
809,"lr_0.001_num_epochs_10_kernel_size_50_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.001,10,50,"[32, 64, 128]",leaky_relu,128
810,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.001,20,5,[32],relu,32
811,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.001,20,5,[32],relu,32
812,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.001,20,5,[32],relu,32
813,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.001,20,5,[32],relu,32
814,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_32/,4,0.8339828526890102,0.001,20,5,[32],relu,32
815,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,0,0.8339828526890102,0.001,20,5,[32],relu,64
816,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,1,0.8326817826426895,0.001,20,5,[32],relu,64
817,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,2,0.8326817826426895,0.001,20,5,[32],relu,64
818,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,3,0.8326817826426895,0.001,20,5,[32],relu,64
819,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_64/,4,0.8339828526890102,0.001,20,5,[32],relu,64
820,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,0,0.8339828526890102,0.001,20,5,[32],relu,128
821,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,1,0.8326817826426895,0.001,20,5,[32],relu,128
822,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,2,0.8326817826426895,0.001,20,5,[32],relu,128
823,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,3,0.8326817826426895,0.001,20,5,[32],relu,128
824,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_relu_fc1_size_128/,4,0.8339828526890102,0.001,20,5,[32],relu,128
825,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,0,0.8488063660477454,0.001,20,5,[32],leaky_relu,32
826,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,1,0.8326817826426895,0.001,20,5,[32],leaky_relu,32
827,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,2,0.8326817826426895,0.001,20,5,[32],leaky_relu,32
828,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,3,0.8326817826426895,0.001,20,5,[32],leaky_relu,32
829,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_32/,4,0.8359375,0.001,20,5,[32],leaky_relu,32
830,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,0,0.8339828526890102,0.001,20,5,[32],leaky_relu,64
831,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,1,0.8386075949367089,0.001,20,5,[32],leaky_relu,64
832,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,2,0.8326817826426895,0.001,20,5,[32],leaky_relu,64
833,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,3,0.8326817826426895,0.001,20,5,[32],leaky_relu,64
834,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_64/,4,0.8339828526890102,0.001,20,5,[32],leaky_relu,64
835,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_128/,0,0.8339828526890102,0.001,20,5,[32],leaky_relu,128
836,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_128/,1,0.8346394984326019,0.001,20,5,[32],leaky_relu,128
837,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_128/,2,0.8326817826426895,0.001,20,5,[32],leaky_relu,128
838,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_128/,3,0.8370044052863436,0.001,20,5,[32],leaky_relu,128
839,lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32]_activation_leaky_relu_fc1_size_128/,4,0.8339828526890102,0.001,20,5,[32],leaky_relu,128
840,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.001,20,5,"[32, 64]",relu,32
841,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.001,20,5,"[32, 64]",relu,32
842,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.001,20,5,"[32, 64]",relu,32
843,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_32/",3,0.8379228953579858,0.001,20,5,"[32, 64]",relu,32
844,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.001,20,5,"[32, 64]",relu,32
845,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.001,20,5,"[32, 64]",relu,64
846,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.001,20,5,"[32, 64]",relu,64
847,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.001,20,5,"[32, 64]",relu,64
848,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.001,20,5,"[32, 64]",relu,64
849,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_64/",4,0.8411949685534591,0.001,20,5,"[32, 64]",relu,64
850,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.001,20,5,"[32, 64]",relu,128
851,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_128/",1,0.8379228953579858,0.001,20,5,"[32, 64]",relu,128
852,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.001,20,5,"[32, 64]",relu,128
853,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_128/",3,0.8399053627760252,0.001,20,5,"[32, 64]",relu,128
854,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.001,20,5,"[32, 64]",relu,128
855,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.001,20,5,"[32, 64]",leaky_relu,32
856,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.001,20,5,"[32, 64]",leaky_relu,32
857,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.001,20,5,"[32, 64]",leaky_relu,32
858,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",3,0.8420593368237347,0.001,20,5,"[32, 64]",leaky_relu,32
859,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.001,20,5,"[32, 64]",leaky_relu,32
860,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.001,20,5,"[32, 64]",leaky_relu,64
861,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.001,20,5,"[32, 64]",leaky_relu,64
862,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",2,0.8346394984326019,0.001,20,5,"[32, 64]",leaky_relu,64
863,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.001,20,5,"[32, 64]",leaky_relu,64
864,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.001,20,5,"[32, 64]",leaky_relu,64
865,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.001,20,5,"[32, 64]",leaky_relu,128
866,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.001,20,5,"[32, 64]",leaky_relu,128
867,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.001,20,5,"[32, 64]",leaky_relu,128
868,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.001,20,5,"[32, 64]",leaky_relu,128
869,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.001,20,5,"[32, 64]",leaky_relu,128
870,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.001,20,5,"[32, 64, 128]",relu,32
871,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,32
872,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,32
873,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,32
874,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.001,20,5,"[32, 64, 128]",relu,32
875,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.001,20,5,"[32, 64, 128]",relu,64
876,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",1,0.8346394984326019,0.001,20,5,"[32, 64, 128]",relu,64
877,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,64
878,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,64
879,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.001,20,5,"[32, 64, 128]",relu,64
880,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.001,20,5,"[32, 64, 128]",relu,128
881,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",1,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,128
882,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,128
883,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",3,0.8326817826426895,0.001,20,5,"[32, 64, 128]",relu,128
884,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.001,20,5,"[32, 64, 128]",relu,128
885,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.001,20,5,"[32, 64, 128]",leaky_relu,32
886,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.001,20,5,"[32, 64, 128]",leaky_relu,32
887,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",2,0.873015873015873,0.001,20,5,"[32, 64, 128]",leaky_relu,32
888,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.001,20,5,"[32, 64, 128]",leaky_relu,32
889,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_32/",4,0.8339828526890102,0.001,20,5,"[32, 64, 128]",leaky_relu,32
890,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.001,20,5,"[32, 64, 128]",leaky_relu,64
891,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",1,0.8326817826426895,0.001,20,5,"[32, 64, 128]",leaky_relu,64
892,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",2,0.8333333333333334,0.001,20,5,"[32, 64, 128]",leaky_relu,64
893,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",3,0.8326817826426895,0.001,20,5,"[32, 64, 128]",leaky_relu,64
894,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_64/",4,0.8339828526890102,0.001,20,5,"[32, 64, 128]",leaky_relu,64
895,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",0,0.8339828526890102,0.001,20,5,"[32, 64, 128]",leaky_relu,128
896,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",1,0.8326817826426895,0.001,20,5,"[32, 64, 128]",leaky_relu,128
897,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",2,0.8326817826426895,0.001,20,5,"[32, 64, 128]",leaky_relu,128
898,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",3,0.8326817826426895,0.001,20,5,"[32, 64, 128]",leaky_relu,128
899,"lr_0.001_num_epochs_20_kernel_size_5_out_channels_[32, 64, 128]_activation_leaky_relu_fc1_size_128/",4,0.8339828526890102,0.001,20,5,"[32, 64, 128]",leaky_relu,128
900,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,0,0.8339828526890102,0.001,20,10,[32],relu,32
901,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,1,0.8326817826426895,0.001,20,10,[32],relu,32
902,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,2,0.8326817826426895,0.001,20,10,[32],relu,32
903,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,3,0.8326817826426895,0.001,20,10,[32],relu,32
904,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_32/,4,0.8385579937304075,0.001,20,10,[32],relu,32
905,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,0,0.8339828526890102,0.001,20,10,[32],relu,64
906,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,1,0.8326817826426895,0.001,20,10,[32],relu,64
907,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,2,0.8326817826426895,0.001,20,10,[32],relu,64
908,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,3,0.8326817826426895,0.001,20,10,[32],relu,64
909,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_64/,4,0.8339828526890102,0.001,20,10,[32],relu,64
910,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,0,0.8339828526890102,0.001,20,10,[32],relu,128
911,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,1,0.8326817826426895,0.001,20,10,[32],relu,128
912,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,2,0.8326817826426895,0.001,20,10,[32],relu,128
913,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,3,0.8326817826426895,0.001,20,10,[32],relu,128
914,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_relu_fc1_size_128/,4,0.8346333853354134,0.001,20,10,[32],relu,128
915,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,0,0.8339828526890102,0.001,20,10,[32],leaky_relu,32
916,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,1,0.8326817826426895,0.001,20,10,[32],leaky_relu,32
917,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,2,0.8326817826426895,0.001,20,10,[32],leaky_relu,32
918,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,3,0.8333333333333334,0.001,20,10,[32],leaky_relu,32
919,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_32/,4,0.8339828526890102,0.001,20,10,[32],leaky_relu,32
920,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,0,0.8339828526890102,0.001,20,10,[32],leaky_relu,64
921,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,1,0.8326817826426895,0.001,20,10,[32],leaky_relu,64
922,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,2,0.8326817826426895,0.001,20,10,[32],leaky_relu,64
923,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,3,0.8326817826426895,0.001,20,10,[32],leaky_relu,64
924,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_64/,4,0.8352849336455894,0.001,20,10,[32],leaky_relu,64
925,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,0,0.8339828526890102,0.001,20,10,[32],leaky_relu,128
926,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,1,0.8326817826426895,0.001,20,10,[32],leaky_relu,128
927,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,2,0.8326817826426895,0.001,20,10,[32],leaky_relu,128
928,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,3,0.8326817826426895,0.001,20,10,[32],leaky_relu,128
929,lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32]_activation_leaky_relu_fc1_size_128/,4,0.8359375,0.001,20,10,[32],leaky_relu,128
930,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",0,0.8339828526890102,0.001,20,10,"[32, 64]",relu,32
931,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",1,0.8326817826426895,0.001,20,10,"[32, 64]",relu,32
932,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",2,0.8326817826426895,0.001,20,10,"[32, 64]",relu,32
933,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",3,0.8326817826426895,0.001,20,10,"[32, 64]",relu,32
934,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_32/",4,0.8339828526890102,0.001,20,10,"[32, 64]",relu,32
935,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",0,0.8339828526890102,0.001,20,10,"[32, 64]",relu,64
936,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",1,0.8326817826426895,0.001,20,10,"[32, 64]",relu,64
937,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",2,0.8326817826426895,0.001,20,10,"[32, 64]",relu,64
938,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",3,0.8326817826426895,0.001,20,10,"[32, 64]",relu,64
939,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_64/",4,0.8339828526890102,0.001,20,10,"[32, 64]",relu,64
940,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",0,0.8339828526890102,0.001,20,10,"[32, 64]",relu,128
941,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",1,0.8366064414768264,0.001,20,10,"[32, 64]",relu,128
942,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",2,0.8326817826426895,0.001,20,10,"[32, 64]",relu,128
943,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",3,0.8333333333333334,0.001,20,10,"[32, 64]",relu,128
944,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_relu_fc1_size_128/",4,0.8339828526890102,0.001,20,10,"[32, 64]",relu,128
945,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",0,0.8339828526890102,0.001,20,10,"[32, 64]",leaky_relu,32
946,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",1,0.8326817826426895,0.001,20,10,"[32, 64]",leaky_relu,32
947,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",2,0.8326817826426895,0.001,20,10,"[32, 64]",leaky_relu,32
948,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",3,0.8326817826426895,0.001,20,10,"[32, 64]",leaky_relu,32
949,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_32/",4,0.8398744113029827,0.001,20,10,"[32, 64]",leaky_relu,32
950,"lr_0.001_num_epochs_20_kernel_size_10_out_channels_[32, 64]_activation_leaky_relu_fc1_size_64/",0,0.8339828526890102,0.001,20,10,"[32, 64]",leaky_relu,64
